"","Stage","Date","Distance","Origin","Destination","Type","Winner","Spe_Winner","Winner_Country","lon_Origin","lat_Origin","lon_Destination","lat_Destination"
"199","10","2008-07-14",156,"Pau","Hautacam","Mountain stage","Juan José Cobo",NA,"ESP","-0.3685668","43.2957547","-0.9912775","46.8466377"
"200","11","2008-07-16",167.5,"Lannemezan","Foix","Transition stage","Kurt Asle Arvesen","S","NOR","0.384241","43.1252298","1.6053807","42.9638998"
"201","12","2008-07-17",168.5,"Lavelanet","Narbonne","Flat stage","Mark Cavendish","S","GBR","1.8487179","42.9332121","3.0042121","43.1837661"
"202","13","2008-07-18",182,"Narbonne","Nîmes","Flat stage","Mark Cavendish","S","GBR","3.0042121","43.1837661","4.3600687","43.8374249"
"203","14","2008-07-19",194.5,"Nîmes","Digne-les-Bains","Flat stage","Óscar Freire","S-P","ESP","4.3600687","43.8374249","6.2351431","44.0918144"
"204","15","2008-07-20",183,"Embrun","Prato Nevoso","Mountain stage","Simon Gerrans","P","AUS","6.4958189","44.5641764","7.7855885","44.2552915"
"205","16","2008-07-22",157,"Cuneo","Jausiers","Mountain stage","Cyril Dessel","G ","FRA","7.5479007","44.389633","6.7340119","44.4194297"
"206","17","2008-07-23",210.5,"Embrun","Alpe d'Huez","Mountain stage","Carlos Sastre","G ","ESP","6.4958189","44.5641764","6.0699443","45.092401"
"207","18","2008-07-24",196.5,"Bourg-d'Oisans","Saint-Étienne","Transition stage","Marcus Burghardt",NA,"GER","6.0306625","45.054713","4.3873058","45.4401467"
"208","19","2008-07-25",165.5,"Roanne","Montluçon","Flat stage","Sylvain Chavanel","R","FRA","4.0729178","46.0345572","2.6072057","46.3396952"
"209","20","2008-07-26",53,"Cérilly","Saint-Amand-Montrond","Individual time trial","Fabian Cancellara","R","SUI","4.4955761","47.8663369","2.5046503","46.7227062"
"210","21","2008-07-27",143,"Étampes","Paris","Flat stage","Gert Steegmans","S","BEL","2.1614464","48.4344621","2.32004102172008","48.8588897"
"211","P","2007-07-07",7.9,"London","London","Individual time trial","Fabian Cancellara","R","SUI","-0.1276474","51.5073219","-0.1276474","51.5073219"
"212","1","2007-07-08",203,"London","Canterbury","Plain stage","Robbie McEwen","S","AUS","-0.1276474","51.5073219","1.0802533","51.2800275"
"213","2","2007-07-09",168.5,"Dunkirk","Ghent","Plain stage","Gert Steegmans","S","BEL","2.3772525","51.0347708","3.7250121","51.0538286"
"214","3","2007-07-10",236.5,"Waregem","Compiègne","Plain stage","Fabian Cancellara","R","SUI","3.415826","50.877957","2.850973","49.400124"
"215","4","2007-07-11",193,"Villers-Cotterêts","Joigny","Plain stage","Thor Hushovd","S-R","NOR","3.0909275","49.2549479","3.3995767","47.9812486"
"216","5","2007-07-12",182.5,"Chablis","Autun","Intermediate stage","Filippo Pozzato","S","ITA","3.8001657","47.8152073","4.2989478","46.9510313"
"217","6","2007-07-13",199.5,"Semur-en-Auxois","Bourg-en-Bresse","Plain stage","Tom Boonen","S","BEL","4.3328705","47.4902149","5.2250324","46.2051192"
"218","7","2007-07-14",197.5,"Bourg-en-Bresse","Le Grand-Bornand","Mountain stage","Linus Gerdemann","R-G","GER","5.2250324","46.2051192","6.4271457","45.9418675"
"219","8","2007-07-15",165,"Le Grand-Bornand","Tignes","Mountain stage","Michael Rasmussen","G ","DEN","6.4271457","45.9418675","6.907594","45.4697293"
"220","9","2007-07-17",159.5,"Val-d'Isère","Briançon","Mountain stage","Mauricio Soler","G ","COL","6.9804421","45.4498666","6.6436313","44.8984037"
"221","10","2007-07-18",229.5,"Tallard","Marseille","Plain stage","Cédric Vasseur",NA,"FRA","6.0553735","44.4634515","5.3699525","43.2961743"
"222","11","2007-07-19",182.5,"Marseille","Montpellier","Plain stage","Robert Hunter","S","RSA","5.3699525","43.2961743","3.8767337","43.6112422"
"223","12","2007-07-20",178.5,"Montpellier","Castres","Intermediate stage","Tom Boonen","S","BEL","3.8767337","43.6112422","3.2383333","49.8044444"
"224","13","2007-07-21",54,"Albi","Albi","Individual time trial","Cadel Evans[n 1]","G ","AUS","2.147899","43.9277552","2.147899","43.9277552"
"225","14","2007-07-22",197,"Mazamet","Plateau-de-Beille","Mountain stage","Alberto Contador","G ","ESP","2.3764363","43.4902317","1.7051011","42.7145199"
"226","15","2007-07-23",196,"Foix","Loudenvielle","Mountain stage","Kim Kirchen[n 1]",NA,"LUX","1.6053807","42.9638998","0.432756430914433","42.75075665"
"227","16","2007-07-25",218.5,"Orthez","Gourette–Col d'Aubisque","Mountain stage","Michael Rasmussen","G ","DEN","-0.7738363","43.4874963","-0.339642","42.9765"
"228","17","2007-07-26",188.5,"Pau","Castelsarrasin","Intermediate stage","Daniele Bennati","S","ITA","-0.3685668","43.2957547","1.1072875","44.0395151"
"229","18","2007-07-27",211,"Cahors","Angoulême","Plain stage","Sandy Casar","G ","FRA","1.4364999","44.4495","0.1576745","45.6512748"
"230","19","2007-07-28",55.5,"Cognac","Angoulême","Individual time trial","Levi Leipheimer","R","USA","-0.3250175","45.6931647","0.1576745","45.6512748"
"231","20","2007-07-29",146,"Marcoussis","Paris","Plain stage","Daniele Bennati","S","ITA","2.230811","48.6427131","2.32004102172008","48.8588897"
"232","P","2006-07-01",7.1,"Strasbourg","Strasbourg","Individual time trial","Thor Hushovd","S-R","NOR","7.7507127","48.584614","7.7507127","48.584614"
"233","1","2006-07-02",184.5,"Strasbourg","Strasbourg","Flat stage","Jimmy Casper","S","FRA","7.7507127","48.584614","7.7507127","48.584614"
"234","2","2006-07-03",228.5,"Obernai","Esch-sur-Alzette","Flat stage","Robbie McEwen","S","AUS","7.4817123","48.4623358","5.9850306","49.4959628"
"235","3","2006-07-04",216.5,"Esch-sur-Alzette","Valkenburg","Hilly stage","Matthias Kessler",NA,"GER","5.9850306","49.4959628","5.8312518","50.8647531"
"236","4","2006-07-05",207,"Huy","Saint-Quentin","Flat stage","Robbie McEwen","S","AUS","5.2408138","50.5180856","3.2876843","49.8465253"
"237","5","2006-07-06",225,"Beauvais","Caen","Flat stage","Óscar Freire","S-P","ESP","2.0823355","49.4300997","-0.3635615","49.1813403"
"238","6","2006-07-07",189,"Lisieux","Vitré","Flat stage","Robbie McEwen","S","AUS","0.2255168","49.1460831","-1.214331","48.1244503"
"239","7","2006-07-08",52,"Saint Grégoire","Rennes","Individual time trial","Serhiy Honchar","R-G","UKR","-1.685398","48.1524129","-1.6800198","48.1113387"
"240","8","2006-07-09",181,"Saint-Méen-le-Grand","Lorient","Flat stage","Sylvain Calzati",NA,"FRA","-2.1911338","48.1894709","-3.3660907","47.7477336"
"241","9","2006-07-11",169.5,"Bordeaux","Dax","Flat stage","Óscar Freire","S-P","ESP","-0.5800364","44.841225","-1.0518771","43.7084065"
"242","10","2006-07-12",190.5,"Cambo-les-Bains","Pau","Mountain stage","Juan Miguel Mercado","G ","ESP","-1.3994687","43.3609139","-0.3685668","43.2957547"
"243","11","2006-07-13",206.5,"Tarbes","Val d'Aran/Pla-de-Beret","Mountain stage","Denis Menchov","G-R","RUS","0.0781021","43.232858","0.9471485","42.7111635"
"244","12","2006-07-14",211.5,"Luchon","Carcassonne","Hilly stage","Yaroslav Popovych","R-G","UKR","0.5912279","42.7910617","2.3491069","43.2130358"
"245","13","2006-07-15",230,"Béziers","Montélimar","Flat stage","Jens Voigt","R-B","GER","3.2131307","43.3426562","4.750318","44.5579391"
"246","14","2006-07-16",180.5,"Montélimar","Gap","Hilly stage","Pierrick Fédrigo","P","FRA","4.750318","44.5579391","6.0820639","44.5612032"
"247","15","2006-07-18",187,"Gap","Alpe d'Huez","Mountain stage","Fränk Schleck","G-P","LUX","6.0820639","44.5612032","6.0699443","45.092401"
"248","16","2006-07-19",182,"Le Bourg-d'Oisans","La Toussuire","Mountain stage","Michael Rasmussen","G ","DEN","6.0306625","45.054713","6.2626689","45.2557745"
"249","17","2006-07-20",200.5,"Saint-Jean-de-Maurienne","Morzine","Mountain stage","Carlos Sastre","G ","ESP","6.3453329","45.2775258","6.7091057","46.1799561"
"250","18","2006-07-21",197,"Morzine","Mâcon","Flat stage","Matteo Tosatto","S","ITA","6.7091057","46.1799561","4.8322266","46.3036683"
"251","19","2006-07-22",57,"Le Creusot","Montceau-les-Mines","Individual time trial","Serhiy Honchar","R-G","UKR","4.4285961","46.8054064","4.3631681","46.6740455"
"252","20","2006-07-23",154.5,"Antony/Parc de Sceaux","Paris","Flat stage","Thor Hushovd","S-R","NOR","2.2980930967139264","48.7693698","2.32004102172008","48.8588897"
"253","1","2005-07-02",19,"Fromentine","Noirmoutier-en-l'Île","Individual time trial","David Zabriskie","R","USA","-2.1366623","46.8896706","-2.2441449","47.000089"
"254","2","2005-07-03",181.5,"Challans","Les Essarts","Plain stage","Tom Boonen","S","BEL","-1.8773787","46.847943","0.992120772111302","48.880997"
"255","3","2005-07-04",212.5,"La Châtaigneraie","Tours","Plain stage","Tom Boonen","S","BEL","-0.7391667","46.65","0.6889268","47.3900474"
"256","4","2005-07-05",67.5,"Tours","Blois","Team time trial","Discovery Channel","TEAM","","0.6889268","47.3900474","1.3337639","47.5876861"
"257","5","2005-07-06",183,"Chambord","Montargis","Plain stage","Robbie McEwen","S","AUS","0.608853","48.8896872","2.7310072","47.9978628"
"258","6","2005-07-07",199,"Troyes","Nancy","Plain stage","Lorenzo Bernucci",NA,"ITA","4.0746257","48.2971626","6.1834097","48.6937223"
"259","7","2005-07-08",228.5,"Lunéville","Karlsruhe","Plain stage","Robbie McEwen","S","AUS","6.4919563","48.5916164","8.4034195","49.0068705"
"260","8","2005-07-09",231.5,"Pforzheim","Gérardmer","Hilly stage","Pieter Weening","R","NED","8.7029532","48.8908846","6.8776965","48.0705772"
"261","9","2005-07-10",171,"Gérardmer","Mulhouse","Hilly stage","Michael Rasmussen","G ","DEN","6.8776965","48.0705772","7.3389937","47.7467233"
"262","10","2005-07-12",177,"Grenoble","Courchevel","Mountain stage","Alejandro Valverde","G-P","ESP","5.7357819","45.1875602","6.6349892","45.4140984"
"263","11","2005-07-13",173,"Courchevel","Briançon","Mountain stage","Alexander Vinokourov","P-G-R","KAZ","6.6349892","45.4140984","6.6436313","44.8984037"
"264","12","2005-07-14",187,"Briançon","Digne-les-Bains","Hilly stage","David Moncoutié","G ","FRA","6.6436313","44.8984037","6.2351431","44.0918144"
"265","13","2005-07-15",173.5,"Miramas","Montpellier","Plain stage","Robbie McEwen","S","AUS","5.0025809","43.582733","3.8767337","43.6112422"
"266","14","2005-07-16",220.5,"Agde","Ax 3 Domaines","Mountain stage","Georg Totschnig","R-G","AUT","3.4771629","43.3134787","1.81529186328826","42.70068245"
"267","15","2005-07-17",205.5,"Lézat-sur-Lèze","Saint-Lary-Soulan Pla d'Adet","Mountain stage","George Hincapie",NA,"USA","1.34623","43.2773","0.2947084","42.8125539"
"268","16","2005-07-19",180.5,"Mourenx","Pau","Mountain stage","Óscar Pereiro","B","ESP","-0.6294321","43.3708943","-0.3685668","43.2957547"
"269","17","2005-07-20",239.5,"Pau","Revel","Plain stage","Paolo Savoldelli",NA,"ITA","-0.3685668","43.2957547","24.7453688","59.4372155"
"270","18","2005-07-21",189,"Albi","Mende","Hilly stage","Marcos Antonio Serrano",NA,"ESP","2.147899","43.9277552","3.4991057","44.5180226"
"271","19","2005-07-22",153.5,"Issoire","Le Puy-en-Velay","Hilly stage","Giuseppe Guerini",NA,"ITA","3.2502213","45.5432973","3.8855537","45.0459739"
"272","20","2005-07-23",55.5,"Saint-Étienne","Saint-Étienne","Individual time trial","Lance Armstrong[n 1]","G-P-R-S","USA","4.3873058","45.4401467","4.3873058","45.4401467"
"273","21","2005-07-24",144.5,"Corbeil-Essonnes","Paris","Plain stage","Alexander Vinokourov","P-G-R","KAZ","2.4818087","48.6137734","2.32004102172008","48.8588897"
"274","P","2004-07-03",6.1,"Liège","Liège","Individual time trial","Fabian Cancellara","R","SUI","5.5736112","50.6450944","5.5736112","50.6450944"
"275","1","2004-07-04",202.5,"Liège","Charleroi","Plain stage","Jaan Kirsipuu","S","EST","5.5736112","50.6450944","4.4436244","50.4120332"
"276","2","2004-07-05",197,"Charleroi","Namur","Plain stage","Robbie McEwen","S","AUS","4.4436244","50.4120332","4.8661892","50.4665284"
"277","3","2004-07-06",210,"Waterloo","Wasquehal","Plain stage","Jean-Patrick Nazon","S","FRA","-92.3328743","42.498275","3.1312447","50.6691577"
"278","4","2004-07-07",64.5,"Cambrai","Arras","Team time trial","U.S. Postal Service","TEAM","USA","3.2356613","50.1759602","2.7772211","50.291048"
"279","5","2004-07-08",200.5,"Amiens","Chartres","Plain stage","Stuart O'Grady","S","AUS","2.2956951","49.8941708","1.4881434","48.4438601"
"280","6","2004-07-09",196,"Bonneval","Angers","Plain stage","Tom Boonen","S","BEL","1.3853323","48.181527","-0.5515588","47.4739884"
"281","7","2004-07-10",204.5,"Châteaubriant","Saint-Brieuc","Plain stage","Filippo Pozzato","S","ITA","-1.3757282","47.7194057","-2.7603283","48.5141134"
"282","8","2004-07-11",168,"Lamballe","Quimper","Plain stage","Thor Hushovd","S-R","NOR","-2.51650229207986","48.46244615","-4.1024782","47.9960325"
"283","9","2004-07-13",160.5,"Saint-Léonard-de-Noblat","Guéret","Plain stage","Robbie McEwen","S","AUS","1.4924586","45.8377349","1.8713349","46.1686865"
"284","10","2004-07-14",237,"Limoges","Saint-Flour","Hilly stage","Richard Virenque","G ","FRA","1.2644847","45.8354243","3.5026164","45.7084425"
"285","11","2004-07-15",164,"Saint-Flour","Figeac","Hilly stage","David Moncoutié","G ","FRA","3.5026164","45.7084425","2.0324321","44.6092335"
"286","12","2004-07-16",197.5,"Castelsarrasin","La Mongie","Mountain stage","Ivan Basso","","ITA","1.1072875","44.0395151","0.1776751","42.9119184"
"287","13","2004-07-17",205.5,"Lannemezan","Plateau de Beille","Mountain stage","Lance Armstrong[n 1]","G-P-R-S","USA","0.384241","43.1252298","1.7051011","42.7145199"
"288","14","2004-07-18",192.5,"Carcassonne","Nîmes","Plain stage","Aitor González","","ESP","2.3491069","43.2130358","4.3600687","43.8374249"
"289","15","2004-07-20",180.5,"Valréas","Villard-de-Lans","Mountain stage","Lance Armstrong[n 1]","G-P-R-S","USA","4.9906089","44.3851455","5.551536","45.0705366"
"290","16","2004-07-21",15.5,"Le Bourg-d'Oisans","Alpe d'Huez","Individual time trial","Lance Armstrong[n 1]","G-P-R-S","USA","6.0306625","45.054713","6.0699443","45.092401"
"291","17","2004-07-22",204.5,"Le Bourg-d'Oisans","Le Grand-Bornand","Mountain stage","Lance Armstrong[n 1]","G-P-R-S","USA","6.0306625","45.054713","6.4271457","45.9418675"
"292","18","2004-07-23",166.5,"Annemasse","Lons-le-Saunier","Hilly stage","Juan Miguel Mercado","G ","ESP","6.2341093","46.1934005","5.5589973","46.6727037"
"293","19","2004-07-24",55,"Besançon","Besançon","Individual time trial","Lance Armstrong[n 1]","G-P-R-S","USA","6.0243622","47.2380222","6.0243622","47.2380222"
"294","20","2004-07-25",163,"Montereau-Fault-Yonne","Paris","Plain stage","Tom Boonen","S","BEL","2.9557006","48.3849647","2.32004102172008","48.8588897"
"295","P","2003-07-05",6.5,"Paris","Paris","Individual time trial","Bradley McGee","","AUS","2.32004102172008","48.8588897","2.32004102172008","48.8588897"
"296","1","2003-07-06",168,"Saint-Denis","Meaux","Plain stage","Alessandro Petacchi","S","ITA","2.3580232","48.935773","2.8773541","48.9582708"
"297","2","2003-07-07",204.5,"La Ferté-sous-Jouarre","Sedan","Plain stage","Baden Cooke","","AUS","3.1294221","48.9500674","4.9433409","49.7033759"
